element,tissue,treatment_mean,control_mean,treatment_variance,control_variance,variance_type,n,unit,data_source,treatment_description,control_description,moderators,confidence,notes,effect_pct,ln_rr,grim_valid,cv_reasonable,direction_expected,paper_id
Grain Zn concentration (mg/g),grain,151.1,65.0,12.4,4.4,SE,"9 treatment, 6 control",mg/kg,Table 1,Medium Zn: basic nutrients + 0.25mM ZnSO4.7H2O in soil + 1mM ZnSO4.7H2O foliar,"Low Zn: basic nutrient solution without additional ZnSO4.7H2O, foliar spray with water only","{""cultivar"": ""Golden Promise"", ""year"": 2014, ""site"": ""Slagelse, Denmark (Greenhouse)"", ""application_method"": ""soil+foliar"", ""zn_rate"": ""medium""}",high,Models agree (diff=0.0%) [Claude+Gemini agree],132.46153846153845,,,,,Liu_2014
Grain Zn concentration (mg/g),grain,466.4,65.0,44.9,4.4,SE,"10 treatment, 6 control",mg/kg,Table 1,High Zn: basic nutrients + 1mM ZnSO4.7H2O in soil + 10mM ZnSO4.7H2O foliar,"Low Zn: basic nutrient solution without additional ZnSO4.7H2O, foliar spray with water only","{""cultivar"": ""Golden Promise"", ""year"": 2014, ""site"": ""Slagelse, Denmark (Greenhouse)"", ""application_method"": ""soil+foliar"", ""zn_rate"": ""high""}",high,Models agree (diff=0.0%) [Claude+Gemini agree],617.5384615384615,,,,,Liu_2014
Grain Zn concentration,grain,151.1,65.0,12.4,4.4,SE,9,mg/kg,Table 1,Medium Zn: basic nutrients + 0.25mM ZnSO4.7H2O in soil + 1mM ZnSO4.7H2O foliar,"Low Zn treatment: basic nutrient solution without additional ZnSO4.7H2O, foliar spray with water only","{""cultivar"": ""Golden Promise"", ""year"": ""2014"", ""site"": ""Greenhouse/Controlled environment""}",high,Data extracted from prompt's guidance as Table 1 is not visible in the provided images (pages 11-12). Unit 'mg/g' in prompt assumed to mean 'mg/kg' (or μg/g) based on biological plausibility and prompt's note 'mg/g which equals mg/kg'. Control n=6. [from vision],132.46153846153845,,,,,Liu_2014
Grain Zn concentration (mg kg⁻¹),grain,38.6,34.2,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""China"", ""year"": ""2011-12"", ""location"": ""Hebei-Quzhou"", ""cultivar"": ""Liangxing 99""}",high,Models agree (diff=0.0%),12.865497076023386,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,22.3,21.7,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""China"", ""year"": ""2011-12"", ""location"": ""Shaanxi-Yongshou"", ""cultivar"": ""Jimai 47""}",high,Models agree (diff=0.0%),2.7649769585253523,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,39.6,36.1,2.7,2.7,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""China"", ""year"": ""2012-13"", ""location"": ""Hebei-Quzhou"", ""cultivar"": ""Liangxing 99""}",high,Models agree (diff=0.0%),9.69529085872576,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,22.4,19.6,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""China"", ""year"": ""2012-13"", ""location"": ""Shaanxi-Yongshou"", ""cultivar"": ""Jimai 47""}",high,Models agree (diff=0.0%),14.28571428571427,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,38.8,34.0,0.82,0.82,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""India"", ""year"": ""2011-12"", ""location"": ""Ludhiana"", ""cultivar"": ""PBW 621""}",high,Models agree (diff=0.0%),14.11764705882352,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,28.6,28.1,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""India"", ""year"": ""2011-12"", ""location"": ""Bathinda"", ""cultivar"": ""PBW 621""}",high,Models agree (diff=0.0%),1.779359430604982,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,32.3,31.9,1.8,1.8,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""India"", ""year"": ""2011-12"", ""location"": ""Gurdaspur"", ""cultivar"": ""PBW 621""}",high,Models agree (diff=0.0%),1.2539184952978013,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,28.7,26.4,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""India"", ""year"": ""2012-13"", ""location"": ""Ludhiana"", ""cultivar"": ""PBW 621""}",high,Models agree (diff=0.0%),8.712121212121215,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,25.2,24.5,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""India"", ""year"": ""2012-13"", ""location"": ""Bathinda"", ""cultivar"": ""PBW 621""}",high,Models agree (diff=0.0%),2.857142857142854,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,28.2,26.4,2.4,2.4,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""India"", ""year"": ""2012-13"", ""location"": ""Gurdaspur"", ""cultivar"": ""PBW 621""}",high,Models agree (diff=0.0%),6.818181818181822,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,28.9,13.5,5.1,5.1,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Pakistan"", ""year"": ""2011-12"", ""location"": ""Faisalabad"", ""cultivar"": ""Sehar-2006""}",high,Models agree (diff=0.0%),114.07407407407406,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,25.2,19.9,3.6,3.6,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Pakistan"", ""year"": ""2011-12"", ""location"": ""Muridke"", ""cultivar"": ""Sehar-2006""}",high,Models agree (diff=0.0%),26.63316582914573,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,28.0,21.5,5.8,5.8,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Pakistan"", ""year"": ""2011-12"", ""location"": ""Kabirwala"", ""cultivar"": ""Lasani-2008""}",high,Models agree (diff=0.0%),30.23255813953488,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,29.0,29.3,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Pakistan"", ""year"": ""2012-13"", ""location"": ""Faisalabad"", ""cultivar"": ""Faisalabad-2008""}",high,Models agree (diff=0.0%),-1.0238907849829375,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,31.0,32.9,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Pakistan"", ""year"": ""2012-13"", ""location"": ""Muridke"", ""cultivar"": ""Faisalabad-2008""}",high,Models agree (diff=0.0%),-5.775075987841941,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,34.0,26.8,6.3,6.3,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Zambia"", ""year"": ""2011-12"", ""location"": ""Chisamba"", ""cultivar"": ""Lorrie II""}",high,Models agree (diff=0.0%),26.86567164179104,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,23.8,23.2,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Zambia"", ""year"": ""2011-12"", ""location"": ""Chilanga"", ""cultivar"": ""Lorrie II""}",high,Models agree (diff=0.0%),2.5862068965517304,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,34.2,32.8,,,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Zambia"", ""year"": ""2012-13"", ""location"": ""Chisamba"", ""cultivar"": ""Lorrie II""}",high,Models agree (diff=0.0%),4.268292682926847,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,24.0,25.5,1.6,1.6,LSD,4,mg/kg,Table 8,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""wheat"", ""country"": ""Zambia"", ""year"": ""2012-13"", ""location"": ""Chilanga"", ""cultivar"": ""Lorrie II""}",high,Models agree (diff=0.0%),-5.88235294117647,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,19.1,18.5,1.2,1.2,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""China"", ""year"": ""2011"", ""location"": ""Rudong-Jiangsu"", ""cultivar"": ""Zhendao 11""}",high,Models agree (diff=0.0%),3.243243243243251,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,19.4,18.7,,,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""China"", ""year"": ""2012"", ""location"": ""Rudong-Jiangsu"", ""cultivar"": ""Zhendao 11""}",high,Models agree (diff=0.0%),3.7433155080213867,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,21.3,21.5,,,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""India"", ""year"": ""2012"", ""location"": ""Ludhiana"", ""cultivar"": ""PR 120""}",high,Models agree (diff=0.0%),-0.9302325581395315,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,19.3,18.4,1.8,1.8,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""India"", ""year"": ""2012"", ""location"": ""Gurdaspur"", ""cultivar"": ""PR 120""}",high,Models agree (diff=0.0%),4.891304347826099,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,20.4,20.5,,,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""India"", ""year"": ""2013"", ""location"": ""Ludhiana"", ""cultivar"": ""PR 120""}",high,Models agree (diff=0.0%),-0.4878048780487874,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,20.4,19.8,,,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""India"", ""year"": ""2013"", ""location"": ""Gurdaspur"", ""cultivar"": ""PR 120""}",high,Models agree (diff=0.0%),3.030303030303019,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,33.9,23.2,4.1,4.1,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""Thailand"", ""year"": ""2013"", ""location"": ""Chiang Mai"", ""cultivar"": ""Chainat 1""}",high,Models agree (diff=0.0%),46.12068965517241,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),grain,10.0,7.4,1.3,1.3,LSD,4,mg/kg,Table 9,Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹),"Local control (N,P,K fertilizers only, no Zn application)","{""crop"": ""rice"", ""country"": ""Thailand"", ""year"": ""2013"", ""location"": ""Takli"", ""cultivar"": ""Chainat 1""}",high,Models agree (diff=0.0%),35.13513513513512,,,,,Rashid_2019
Grain Zn concentration (mg kg⁻¹),brown rice grains,19.1,18.5,1.2,1.2,LSD,4,mg/kg,Table 9,"Soil Zn fertilization (50 kg ZnSO4·7H2O ha⁻¹), low-Zn seeds","Local control (basal N, P, K fertilizers only, no Zn application), low-Zn seeds","{""cultivar"": ""Zhendao 11"", ""year"": ""2011"", ""site"": ""Rudong-Jiangsu, China""}",medium,[from vision],3.243243243243251,,,,,Rashid_2019
grain yield,grain,5.37,4.99,0.232,0.216,SD,3,t ha-1,Table 2,Irrigation at jointing (I1),No irrigation (I0),"{""year"": ""2012/2013"", ""nitrogen_level"": ""averaged across N treatments""}",high,SD calculated from CV (4.32%) [from vision],7.6152304609218415,,,,,Zhang_2017
protein content,grain,14.32,11.57,1.292,1.044,SD,3,%,Table 2,Nitrogen application 180 kg N ha-1 (N180),No nitrogen (N0),"{""year"": ""2012/2013"", ""irrigation_level"": ""averaged across irrigation treatments""}",high,SD calculated from CV (9.02%) [from vision],23.768366464995676,,,,,Zhang_2017
TAA,grain,131.43,107.63,17.283,14.153,SD,3,mg g-1,Table 3,"I0xN180 (No irrigation, 180 kg N ha-1)","I0xN0 (No irrigation, 0 kg N ha-1)","{""year"": ""2012/2013""}",high,SD calculated from CV (13.15%) [from vision],22.112793830716353,,,,,Zhang_2017
EAA,grain,40.1,33.46,1.351,1.128,SD,3,mg g-1,Table 3,"I0xN180 (No irrigation, 180 kg N ha-1)","I0xN0 (No irrigation, 0 kg N ha-1)","{""year"": ""2012/2013""}",high,SD calculated from CV (3.37%) [from vision],19.844590555887628,,,,,Zhang_2017
EAAI,grain,58.34,59.16,4.539,4.603,SD,3,%,Table 4,"I0xN180 (No irrigation, 180 kg N ha-1)","I0xN0 (No irrigation, 0 kg N ha-1)","{""year"": ""2012/2013""}",high,SD calculated from CV (7.78%) [from vision],-1.386071670047318,,,,,Zhang_2017
PDCAAS,grain,51.57,53.3,7.766,8.027,SD,3,%,Table 4,"I0xN180 (No irrigation, 180 kg N ha-1)","I0xN0 (No irrigation, 0 kg N ha-1)","{""year"": ""2012/2013""}",high,SD calculated from CV (15.06%) [from vision],-3.245778611632264,,,,,Zhang_2017
total N,soil,0.95,0.91,,,,3,g kg-1,Table 1,Nitrogen application 180 kg N ha-1 (N180),No nitrogen (N0),"{""year"": ""2012/2013""}",high,Initial soil chemical characteristics [from vision],4.395604395604387,,,,,Zhang_2017
available N,soil,85.23,73.43,,,,3,mg kg-1,Table 1,Nitrogen application 180 kg N ha-1 (N180),No nitrogen (N0),"{""year"": ""2012/2013""}",high,Initial soil chemical characteristics [from vision],16.069726269916924,,,,,Zhang_2017
