outcome_variable,treatment_description,control_description,treatment_mean,control_mean,treatment_n,control_n,data_source,notes,control_se,effect_pct,element,mod_AMF_status,mod_Cd_added_mg_kg,mod_Cu_added_mg_kg,mod_DAG,mod_K_supply_mg_per_l,mod_N_rate,mod_N_supply_mg_per_l,mod_P_level_mg_per_kg,mod_P_supply_mg_per_l,mod_TOS,mod_average_across,mod_boron_category,mod_boron_level,mod_category,mod_clipping,mod_clone,mod_co2_control,mod_co2_elevated,mod_co2_level,mod_co2_ppm,mod_co2_treatment,mod_cohort,mod_crop,mod_cultivar,mod_culture_system,mod_days_from_seeding,mod_duration_days,mod_ecotype,mod_experiment,mod_fe_supply,mod_fungal_species,mod_genotype,mod_growth_form,mod_growth_stage,mod_harvest,mod_harvest_day,mod_harvest_time,mod_irrigation,mod_leaf_age,mod_leaf_position,mod_maturity,mod_measurement,mod_method,mod_mixture,mod_n_amendment,mod_n_form,mod_needle_age,mod_needle_year,mod_nitrogen_concentration,mod_nitrogen_level,mod_note,mod_nutrient_treatment,mod_o3,mod_o3_treatment,mod_ozone,mod_p_status,mod_p_treatment,mod_p_value,mod_photosynthetic_pathway,mod_rainfall_year,mod_sampling_date,mod_season,mod_significance,mod_soil,mod_soil_fertility,mod_soil_k,mod_soil_moisture,mod_sowing,mod_species,mod_tissue,mod_variety,mod_year,mod_years,n,paper_id,se_control,se_treatment,site,species,tissue,treatment_se,unit
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),2.6,2.4,3,3,Table 2,,,8.33,Zn,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),2.8,2.2,3,3,Table 2,,,27.27,Zn,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),14.3,2.8,3,3,Table 2,,,410.71,Fe,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),4.1,17.9,3,3,Table 2,,,-77.09,Fe,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),17.0,18.3,3,3,Table 2,,,-7.1,Fe,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),27.2,3.1,3,3,Table 2,,,777.42,Fe,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),13.3,5.7,3,3,Table 2,,,133.33,Fe,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),43.2,4.3,3,3,Table 2,,,904.65,Fe,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),5.3,5.2,3,3,Table 2,,,1.92,Fe,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),3.2,6.2,3,3,Table 2,,,-48.39,Fe,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),31.2,25.4,3,3,Table 2,,,22.83,Mn,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),7.7,5.5,3,3,Table 2,,,40.0,Mn,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),29.8,19.6,3,3,Table 2,,,52.04,Mn,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),5.0,6.4,3,3,Table 2,,,-21.88,Mn,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),21.5,27.3,3,3,Table 2,,,-21.25,Mn,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),7.5,12.1,3,3,Table 2,,,-38.02,Mn,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),20.8,10.7,3,3,Table 2,,,94.39,Mn,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),7.8,22.2,3,3,Table 2,,,-64.86,Mn,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Cu,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.04,0.07,3,3,Table 2,,,-42.86,Cu,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Cu,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.08,0.09,3,3,Table 2,,,-11.11,Cu,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Cu,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.17,0.04,3,3,Table 2,,,325.0,Cu,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
Cu,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.05,0.03,3,3,Table 2,,,66.67,Cu,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,ppm
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),40.0,38.6,3,3,Table 2,,,3.63,C,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),44.1,39.3,3,3,Table 2,,,12.21,C,NM,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),39.9,43.2,3,3,Table 2,,,-7.64,C,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),47.8,50.4,3,3,Table 2,,,-5.16,C,M,,,,,,,,,,,,,,,,,,,,,,,Batavia Rubia Munguia (BRM),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),43.4,38.4,3,3,Table 2,,,13.02,C,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),47.4,48.2,3,3,Table 2,,,-1.66,C,NM,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),43.0,43.4,3,3,Table 2,,,-0.92,C,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),44.8,47.5,3,3,Table 2,,,-5.68,C,M,,,,,,,,,,,,,,,,,,,,,,,Maravilla de Verano (MV),,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),40.0,38.6,3,3,Table 2,,,3.63,C,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
N,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),3.5,3.4,3,3,Table 2,,,2.94,N,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Ca,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),1.04,0.8,3,3,Table 2,,,30.0,Ca,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
K,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),8.8,8.0,3,3,Table 2,,,10.0,K,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
P,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.18,0.11,3,3,Table 2,,,63.64,P,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Mg,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.42,0.31,3,3,Table 2,,,35.48,Mg,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),6.6,4.7,3,3,Table 2,,,40.43,Zn,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),14.3,2.8,3,3,Table 2,,,410.71,Fe,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),31.2,25.4,3,3,Table 2,,,22.83,Mn,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),44.1,39.3,3,3,Table 2,,,12.21,C,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
N,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),2.5,2.1,3,3,Table 2,,,19.05,N,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Ca,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.32,0.23,3,3,Table 2,,,39.13,Ca,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
K,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),4.7,4.2,3,3,Table 2,,,11.9,K,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
P,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.12,0.16,3,3,Table 2,,,-25.0,P,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Mg,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.13,0.12,3,3,Table 2,,,8.33,Mg,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Cu,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.08,0.09,3,3,Table 2,,,-11.11,Cu,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),3.8,3.2,3,3,Table 2,,,18.75,Zn,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),4.1,17.9,3,3,Table 2,,,-77.09,Fe,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),7.7,5.5,3,3,Table 2,,,40.0,Mn,NM,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),39.9,43.2,3,3,Table 2,,,-7.64,C,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
N,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),3.0,3.6,3,3,Table 2,,,-16.67,N,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Ca,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.96,0.77,3,3,Table 2,,,24.68,Ca,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
K,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),8.6,8.2,3,3,Table 2,,,4.88,K,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
P,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.17,0.16,3,3,Table 2,,,6.25,P,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Mg,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.46,0.37,3,3,Table 2,,,24.32,Mg,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),6.8,3.7,3,3,Table 2,,,83.78,Zn,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),17.0,3.1,3,3,Table 2,,,448.39,Fe,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),29.8,19.6,3,3,Table 2,,,52.04,Mn,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),47.8,50.4,3,3,Table 2,,,-5.16,C,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
N,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),2.4,2.7,3,3,Table 2,,,-11.11,N,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Ca,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.2,0.28,3,3,Table 2,,,-28.57,Ca,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
K,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),4.8,4.9,3,3,Table 2,,,-2.04,K,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
P,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.2,0.13,3,3,Table 2,,,53.85,P,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Mg,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.1,0.13,3,3,Table 2,,,-23.08,Mg,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Cu,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.04,0.07,3,3,Table 2,,,-42.86,Cu,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,ppm
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),3.2,3.3,3,3,Table 2,,,-3.03,Zn,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Fe,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),27.2,18.3,3,3,Table 2,,,48.63,Fe,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
Mn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),5.0,6.4,3,3,Table 2,,,-21.88,Mn,M,,,,,,,,,,,,,,,,,,,,,,,BRM,,,,,,,,,,,,,,,,inner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,inner leaf,,mg/g FW
C,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),43.4,38.4,3,3,Table 2,,,13.02,C,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
N,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),2.7,2.8,3,3,Table 2,,,-3.57,N,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Ca,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.9,1.0,3,3,Table 2,,,-10.0,Ca,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
K,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),7.6,7.9,3,3,Table 2,,,-3.8,K,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
P,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.11,0.1,3,3,Table 2,,,10.0,P,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Mg,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),0.34,0.34,3,3,Table 2,,,0.0,Mg,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
Zn,Elevated CO2 (700 umol/mol),Ambient CO2 (392 umol/mol),2.5,4.6,3,3,Table 2,,,-45.65,Zn,NM,,,,,,,,,,,,,,,,,,,,,,,MV,,,,,,,,,,,,,,,,outer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,003_Baslam_2012,,,,,outer leaf,,mg/g FW
